Etapa,Termino,Notificacion,MacroEtapa
PRUEBAS,DESAHOGO DE PRUEBAS Y ALEGATOS,,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA PARA AUDIENCIA,,04. Emplazamiento sin sentencia
PRUEBAS,DESAHOGO DE PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,CONTESTA EN SENTIDO NEGATIVO. FIJA FECHA PARA AYP,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA PARA AUDIENCIA PRUEBAS Y ALEGATOS.,,04. Emplazamiento sin sentencia
PRUEBAS,REMITE A PROVEÍDO DIVERSO.,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,CONTESTA SENTIDO NEGATIVO. FIJA FECHA PARA AUDIENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA NUEVA FECHA PARA PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA NUEVA FECHA DE PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,CALIFICACIÓN DE PRUEBAS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA PARA AUDIENCIA DE PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA FECHA DE AUDIENCIA,,04. Emplazamiento sin sentencia
PRUEBAS,OTRO,,04. Emplazamiento sin sentencia
PRUEBAS,FIJA NUEVA FECHA AUDIENCIA PRUEBAS Y ALEGATOS,,04. Emplazamiento sin sentencia
PRUEBAS,ACUERDA PRUEBAS/SE SEÑALA FECHA PARA AUDIENCIA DE PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,SE ACUERDAN PRUEBAS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ALLEGA TRASLADO Y SOBRE CERRADO DE POSICIONES,,04. Emplazamiento sin sentencia
PRUEBAS,SE ACUERDAN PRUEBAS / PREVENCION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA PARA CALIFICACION DE PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ACUERDA PRUEBAS. SEÑALA FECHA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FECHA PARA AUDIENCIA. ALLEGA SOBRE CERRADO,,04. Emplazamiento sin sentencia
PRUEBAS,IMPOSIBILIDAD DE AUDIENCIA,,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA FECHA PARA AUDIENCIA,,04. Emplazamiento sin sentencia
PRUEBAS,FECHA  PARA  AUDIENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FECHA PARA AUDIENCIA Y PREVIENE,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ALLEGA SOBRE CERRADO / PREVENCION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,APERCIBIMIENTO,SOLICITADA,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA AUDIENCIA PYA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ACUERDA PRUEBAS// PREVENCION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ACUERDA PRUEBAS / PREVENCIÓN,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FIJA NUEVA FECHA,,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA FECHA PARA  AUDIENCIA,,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA NUEVA FECHA,,04. Emplazamiento sin sentencia
PRUEBAS,SE FIJA FECHA PARA PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ACUERDA PRUEBAS/PREVENCION/SE SEÑALA FECHA PARA AUDIENCIA DE PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA,,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA. ALLEGA SOBRE CERRADO,,04. Emplazamiento sin sentencia
PRUEBAS,FIJA FECHA PARA AUDIENCIA DE PRUEBAS Y ALEGATOS.,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FECHA PARA  AUDIENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ALLEGA SOBRE,,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA FECHA PARA AUDIENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,SEÑALA FECHA PARA AUDIENCIA PRUEBAS Y ALEGATOS.,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,DESECHA/ FECHA PARA AUDIENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,CONTESTA EN SENTIDO NEGATIVO. FECHA PARA AUDIENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,ACOMPAÑA SOBRE CERRADO,,04. Emplazamiento sin sentencia
PRUEBAS,PROPORCIONA DATOS,,04. Emplazamiento sin sentencia
PRUEBAS,ALLEGA SOBRE- EXHIBE ACUSE- REMITE AUTO,,04. Emplazamiento sin sentencia
PRUEBAS,RINDE INFORME- ORDENA VISTA,,04. Emplazamiento sin sentencia
PRUEBAS,ALLEGA SOBRES CERRADOS,,04. Emplazamiento sin sentencia
PRUEBAS,DESAHOGO DE PRUEBAS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,SE ACUERDAN PRUEBAS  / PREVENCION,,04. Emplazamiento sin sentencia
PRUEBAS,FECHA PARA PRUEBAS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,OTRO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FIJA NUEVA FECHA AUDIENCIA PRUEBAS Y ALEGATOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
PRUEBAS,FECHA DE AUDIENCIA,,04. Emplazamiento sin sentencia
PRUEBAS,DESAHOGO DE PRUEBAS,,04. Emplazamiento sin sentencia
PRUEBAS,FECHA PARA PRUEBAS Y ALEGATOS,,04. Emplazamiento sin sentencia
RADICACIONES,ADMISION,NO NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,ASUME COMPETENCIA,,03. Demanda sin emplazamiento
RADICACIONES,ADMISION,NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,PREVENCION,,03. Demanda sin emplazamiento
RADICACIONES,PREVENCIÓN,NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,ADMISION,SOLICITADA,03. Demanda sin emplazamiento
RADICACIONES,PREVENCIÓN,,03. Demanda sin emplazamiento
RADICACIONES,ADMISION,,03. Demanda sin emplazamiento
RADICACIONES,DESECHAMIENTO,,03. Demanda sin emplazamiento
RADICACIONES,PREVENCIÓN,NO NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,INCOMPETENCIA,,03. Demanda sin emplazamiento
RADICACIONES,RECIBIDO PREVENCION,,03. Demanda sin emplazamiento
RADICACIONES,RECIBIDO ADMISION,NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,ASUME COMPETENCIA,SOLICITADA,03. Demanda sin emplazamiento
RADICACIONES,ASUME COMPETENCIA,NO NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,ASUME COMPETENCIA,NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,ADMISION,NOTIFICADA/EN UMC,03. Demanda sin emplazamiento
RADICACIONES,INCOMPETENCIA,NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,DESECHAMIENTO,NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,PREVENCION,NOTIFICADA/TERMINADA,03. Demanda sin emplazamiento
RADICACIONES,INCOMPETENCIA,SOLICITADA,03. Demanda sin emplazamiento
RADICACIONES,SE EXCUSA,,03. Demanda sin emplazamiento
RADICACIONES,PREVENCION,DILIGENCIADA/TERMINADA,03. Demanda sin emplazamiento
RATIFICACIÓN DE DOCUMENTO,ACTA DE RATIFICACION,,
RATIFICACIÓN DE DOCUMENTO,RATIFICACION,,
RATIFICACIÓN DE DOCUMENTO,RATIFICACION*,,
RATIFICACIÓN DE DOCUMENTO,RATIFICACION POR VIDEOLLAMADA,,
RATIFICACIÓN DE DOCUMENTO,ACTA DE RATIFICACIÓN POR VIDEOLLAMADA.,,
RATIFICACIÓN DE DOCUMENTO,CONSTANCIAS DE DEVOLUCIÓN DE DOCUMENTOS.,,
RATIFICACIÓN DE DOCUMENTO,CONSTANCIA DE DEVOLUCION DE DOCUMENTOS,,
RATIFICACIÓN DE DOCUMENTO,ACTA DE RATIFICACIÓN.,,
RATIFICACIÓN DE DOCUMENTO,CONSTANCIA DE NO ENLACE,,
RATIFICACIÓN DE DOCUMENTO,CONSTANCIA DE RATIFICACION POR VIDEOLLAMADA,,
RATIFICACIÓN DE DOCUMENTO,CONSTANCIA DE RATIFICACIÓN.,,
RATIFICACIÓN DE DOCUMENTO,ACTA DE RATIFICACIÓN,,
RATIFICACIÓN DE DOCUMENTO,CONSTANCIA DE RATIFICACION POR VIDEOLLAMADA.,,
REACTIVADO,REACTIVADO,,
RECURSOS,DESECHA APELACION,,
RECURSOS,ALLEGA AUTOS,,
RECURSOS,COMUNICA TURNO DE APELACIÓN,,
RECURSOS,SE ORDENA REMITIR APELACION,,
RECURSOS,ADMITE APELACION,,
RECURSOS,LLEGADA DE AUTOS (REVOCA),,
RECURSOS,COMUNICA RESOLUCION,,
RECURSOS,LLEGADA DE AUTOS (CONFIRMA),NOTIFICADA/TERMINADA,
RECURSOS,SE ORDENA REMITIR APELACION,NOTIFICADA/TERMINADA,
RECURSOS,LLEGADA DE AUTOS (CONFIRMA),,
RECURSOS,DESAHOGA VISTA,,
RECURSOS,ADMITE AMPARO DIRECTO,,
RECURSOS,COMUNICA DEMANDA DE GARANTÁS,,
RECURSOS,DEVOLUCION DE EXPEDIENTE MODIFICA,,
RECURSOS,COMUNICA RESOLUCIONES,,
RECURSOS,COMUNICA TURNO,,
RECURSOS,ALLEGA AUTOS,NOTIFICADA/TERMINADA,
RECURSOS,COMUNICA ADMISIÓN DE AMPARO DIRECTO,,
RECURSOS,COMUNICA INTERPOSICION DE AMPARO DIRECTO,,
RECURSOS,COMUNICA RESOLUCIÓN,,
RECURSOS,COMUNICA TOCA DE APELACIÓN,,
TRÁMITES,ORDENA OFICIOS DE BUSQUEDA,,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,SE HACE DE SU CONOCIMIENTO,,04. Emplazamiento sin sentencia
TRÁMITES,PREVENCION,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO DIVERSO,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA / AUTORIZACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. SE RESERVA.,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIO,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA EDICTOS (PERIODICO OFICIAL DEL ESTADO).,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA SE REMITA EXPEDIENTE,,04. Emplazamiento sin sentencia
TRÁMITES,SE RESERVA,,04. Emplazamiento sin sentencia
TRÁMITES,SE CONSTITUYA ACTUARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA NOMBRE,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA/ DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA,,04. Emplazamiento sin sentencia
TRÁMITES,RINDE INFORME,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (IRC),,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA PERSONALIDAD,,04. Emplazamiento sin sentencia
TRÁMITES,INCOMPARECENCIA,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACIONES POR TABLA,,04. Emplazamiento sin sentencia
TRÁMITES,HABILITA HORAS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ADMITE DEMANDA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,"ACREDITA, REVOCA Y AUTORIZA",,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACION POR TABLA,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONAMIENTO,,04. Emplazamiento sin sentencia
TRÁMITES,AGREGA A LOS AUTOS,,04. Emplazamiento sin sentencia
TRÁMITES,SE RESERVA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO PARA EMPLAZAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE DILIGENCIA,,04. Emplazamiento sin sentencia
TRÁMITES,FOLIO QUEDA A SU DISPOSICIÓN,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA NUEVO DOMICILIO PARA EMPLAZAR,,04. Emplazamiento sin sentencia
TRÁMITES,NOTIFICA CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,HABILITA DIAS Y HORAS,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REITERA DOMICILIO,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO AGUA Y DRENAJE,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO IMSS,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO ICV,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO CFE,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA EN SENTIDO NEGATIVO,,04. Emplazamiento sin sentencia
TRÁMITES,PROPORCIONA FOLIO,,04. Emplazamiento sin sentencia
TRÁMITES,SE REMITE,,04. Emplazamiento sin sentencia
TRÁMITES,INSISTE EN DOMICILIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,PREVENCION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA,,04. Emplazamiento sin sentencia
TRÁMITES,DICTA PROVEIDO,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA/ALLEGA EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,NOTIFICACION POR EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,RINDE,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIOS,,04. Emplazamiento sin sentencia
TRÁMITES,NOTIFICACION POR ESTRADOS,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/ AUTORIZA REVOCA TV,,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA/DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,SE HACEN GESTIONES,,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA. DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,EMPLAZAMIENTO POR EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA ABOGADOS. ACCESO AL TV,,04. Emplazamiento sin sentencia
TRÁMITES,EDICTOS MILENIO.,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/ALLEGA PUBLICACIONES DE EDICTO (PERIODICO OFICIAL),,04. Emplazamiento sin sentencia
TRÁMITES,AGREGA PUBLICACION DE EDICTOS (BOLETIN JUDICIAL),,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA EMPLAZAMIENTO POR EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. AUTORIZA TV,,04. Emplazamiento sin sentencia
TRÁMITES,HABILITA HORAS,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA SE CONSTITUYA ACTUARIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (AYD),,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIO RECORDATORIO,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (CFE),,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (GAS),,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA DOMICILIO EMPLAZAMIENTO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA,,04. Emplazamiento sin sentencia
TRÁMITES,RECONOCE PERSONALIDAD,,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA DOMICILIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,INFORMA,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (IMSS),,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (AGUA),,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (AEI),,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (ICV),,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA BUSQUEDA,,04. Emplazamiento sin sentencia
TRÁMITES,DEVOLUCION DOCUMENTAL,,04. Emplazamiento sin sentencia
TRÁMITES,INACTIVIDAD PROCESAL,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO/ALLEGA CERTIFICADO,,04. Emplazamiento sin sentencia
TRÁMITES,PREVENCIÓN,,04. Emplazamiento sin sentencia
TRÁMITES,EXPEDIENTE A SU DISPOSICIÓN,,04. Emplazamiento sin sentencia
TRÁMITES,DEJA SIN EFECTOS/ ORDENA NOTIFICACION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO PARA EMPLAZAR,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE A AUTO DIVERSO.,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO,,04. Emplazamiento sin sentencia
TRÁMITES,DESIGNA PERITO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA CONSTITUIR ACTUARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,NO HA LUGAR,,04. Emplazamiento sin sentencia
TRÁMITES,ACTA DE AUDIENCIA,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA SOBRE CERRADO,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA VIGENCIA/EMPLAZA POR EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,OFICIOS DE BUSQUEDA,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA OIR Y RECIBIR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO NATURGY,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA- PREVENCION- AUTORIZACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,CUMPLE PREVENCION. ADMITE DEMANDA.,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA / AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,ACTA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/ AUTORIZACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICAR POR ESTRADOS,,04. Emplazamiento sin sentencia
TRÁMITES,SE CONSTOITUYA ACTUARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PUBLICACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA EMPLAZAR POR EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,DICTA PROVEIDO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA - DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA CERTIFICADO DE GRAVAMENES,,04. Emplazamiento sin sentencia
TRÁMITES,OFICIO A SU DISPOSICION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONSTANCIA DE PUBLICACION,,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA DOMICILIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA CERTIFICADO DE GRAVAMENES. SE GIRAN INSTRUCCIONES,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA AUTORIZACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. REMITE A AUTO DIVERSO.,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO PARA EMPLAZAMIENTO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONSTITUYA ACTUARIO,,04. Emplazamiento sin sentencia
TRÁMITES,ACOMPAÑA CERTIFICADO DE GRAVAMEN / DESIGNA PERITO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA.,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA. ORDENA NOT. CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,OFICIO DE NUEVA CUENTA,,04. Emplazamiento sin sentencia
TRÁMITES,REVOCA Y AUTORIZA,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICAR POR TABLA DE AVISOS,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA PERSONAS/TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRÁMITES,ADMITE DEMANDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO DIVERSO/SE RESERVA,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PUBLICACIONES BOLETÍN JUDICIAL,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE / AUTORIZA,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA. ORDENA NOT. CAMBIO DE TITULAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA T.V.,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA SOBRE,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONAMIENTO. ORDENA NOT. CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,POR NOTIFICADO,,04. Emplazamiento sin sentencia
TRÁMITES,RESERVA INCIDENTE,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO DIVERSO / DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,REGULARIZA PROCEDIMIENTO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA ABOGADOS. NO HA LUGAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PUBLICACION DE EDICTO,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA SE CONSTITUYA ACTUARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA/PREVENCIÓN,,04. Emplazamiento sin sentencia
TRÁMITES,HACE MANIFESTACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,SE ESTÉ A LO ORDENADO,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA Y AUTORIZA TRIBUNAL VIRTUAL,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA TV,,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA DOMICILIO PARA EMPLAZAR,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA VIRTUAL,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. ACUERDA PETICIONES.  AUTORIZA TV,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA RATIFICACION,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA FECHA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. DEVOLUCION. DESECHA.,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA ACUSE,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIO RECORDATORIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REGULARIZA Y DEJA SIN EFECTOS,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,NULIDAD DE EMPLAZAMIENTO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE GENERA FOLIO,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA HABILITAR DIAS Y HORAS,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE GENERA NUEVO FOLIO,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIOS DE BÚSQUEDA,,04. Emplazamiento sin sentencia
TRÁMITES,REITERA DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REINTERA DOMICILIO/DESECHA HABILITACIÓN,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REITERA DOMICILIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,NOTIFICACIONES POR TABLA,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACION POR ESTRADOS,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA EDICTO,,04. Emplazamiento sin sentencia
